source_customer_id,customer_type,first_name,last_name,id_number,passport_number,country_of_birth,primary_phone_number,secondary_phone_number,date_of_birth,gender,region,city,employment_status,income_band,customer_status,onboarding_date,kyc_status,risk_rating
CUST-000037,individual,Thabo,Van Wyk,7305250037037,,South Africa,+27821000037,,1973-05-25,male,Gauteng,Johannesburg,employed,20000-39999,inactive,1998-01-05,pending,medium
CUST-000038,individual,Neo,Van Wyk,6306220038038,,South Africa,+27821000038,,1963-06-22,unknown,Northern Cape,Kuruman,self_employed,80000+,active,2023-02-27,failed,high
CUST-000039,individual,Nomsa,Botha,9402040039039,,South Africa,+27821000039,,1994-02-04,female,Free State,Welkom,retired,10000-19999,inactive,2022-03-09,pending,medium
CUST-000040,individual,Sibusiso,Dlamini,7207180040040,,South Africa,+27821000040,,1972-07-18,female,Limpopo,Makhado,unemployed,20000-39999,suspended,2002-09-24,not_started,medium
CUST-000041,individual,Neo,Mthembu,8103120041041,,South Africa,+27821000041,,1981-03-12,unknown,North West,Potchefstroom,unemployed,0-4999,active,2023-07-14,verified,low
CUST-000042,individual,Sipho,Molefe,,P00000042,Botswana,+27821000042,,1983-01-25,unknown,Mpumalanga,Middelburg,unemployed,0-4999,active,2014-06-18,verified,medium
CUST-000043,individual,Karabo,Maseko,8605250043043,,South Africa,+27821000043,,1986-05-25,female,Mpumalanga,Witbank,employed,80000+,inactive,2011-12-08,expired,high
CUST-000044,individual,Nomsa,Mthembu,8912170044044,,South Africa,+27821000044,,1989-12-17,unknown,North West,Mahikeng,self-employed,0-4999,active,2011-01-01,verified,low
CUST-000045,individual,Lindiwe,Mokoena,9309140045045,,South Africa,+27821000045,,1993-09-14,male,Northern Cape,Kimberley,self_employed,0-4999,closed,2012-02-19,verified,medium
CUST-000046,individual,Lindiwe,Naidoo,0704020046046,,South Africa,+27821000046,,2007-04-02,male,Eastern Cape,East London,student,40000-79999,active,2025-06-19,verified,high
CUST-000047,individual,Naledi,Nkosi,,P00000047,Botswana,+27821000047,,1961-10-14,male,Free State,Bloemfontein,employed,40000-79999,active,1994-06-23,verified,low
CUST-000048,individual,Kabelo,Van Wyk,,P00000048,Namibia,+27821000048,,2007-10-13,unknown,Western Cape,George,retired,10000-19999,suspended,2026-02-14,verified,medium
CUST-000049,individual,Sibusiso,Khumalo,,P00000049,Eswatini,+27821000049,,1957-09-11,unknown,Limpopo,Polokwane,self_employed,80000+,inactive,2021-01-31,failed,medium
CUST-000050,individual,Kabelo,Mahlangu,9804260050050,,South Africa,+27821000050,,1998-04-26,male,Free State,Kroonstad,employed,10000-19999,inactive,2023-08-12,verified,low
CUST-000051,individual,Mpho,Dlamini,,P00000051,Zimbabwe,+27821000051,,1991-12-14,other,North West,Brits,self-employed,10000-19999,active,2015-06-03,verified,low
CUST-000052,individual,Ayanda,Mthembu,7608060052052,,South Africa,+27821000052,,1976-08-06,male,Free State,Kroonstad,retired,20000-39999,active,2021-05-03,verified,low
CUST-000053,individual,Mpho,Van Wyk,9507180053053,,South Africa,+27821000053,,1995-07-18,other,Gauteng,Johannesburg,unemployed,80000+,active,2023-08-06,verified,low
CUST-000054,individual,Sibusiso,Van Wyk,0011200054054,,South Africa,+27821000054,,2000-11-20,male,Limpopo,Thohoyandou,self_employed,5000-9999,active,2022-08-05,verified,low
CUST-000055,individual,Nomsa,Mokoena,9412130055055,,South Africa,+27821000055,,1994-12-13,male,Northern Cape,Kuruman,self-employed,0-4999,active,2019-02-25,verified,low
CUST-000056,individual,Mpho,Botha,5605260056056,,South Africa,+27821000056,,1956-05-26,unknown,Free State,Welkom,self-employed,5000-9999,active,2024-01-16,verified,low
CUST-000057,individual,Anele,Khumalo,5602130057057,,South Africa,+27821000057,,1956-02-13,other,North West,Rustenburg,employed,5000-9999,inactive,1996-10-08,verified,low
CUST-000058,individual,Nomsa,Maseko,6202190058058,,South Africa,+27821000058,,1962-02-19,female,Eastern Cape,Grahamstown,student,80000+,active,2017-06-21,verified,low
CUST-000059,individual,Naledi,Botha,6005300059059,,South Africa,+27821000059,,1960-05-30,unknown,Eastern Cape,Mthatha,self-employed,0-4999,active,1997-01-18,verified,low
CUST-000060,individual,Naledi,Ndlovu,7204110060060,,South Africa,+27821000060,,1972-04-11,male,Free State,Sasolburg,retired,5000-9999,active,2003-03-14,verified,low
CUST-000061,individual,Mpho,Ndlovu,7505050061061,,South Africa,+27821000061,,1975-05-05,unknown,Western Cape,Cape Town,retired,10000-19999,active,1999-09-21,verified,medium
CUST-000062,individual,Karabo,Molefe,8708150062062,,South Africa,+27821000062,,1987-08-15,female,Northern Cape,Kuruman,employed,5000-9999,active,2011-09-23,pending,low
CUST-000063,individual,Palesa,Molefe,0302110063063,,South Africa,+27821000063,,2003-02-11,male,Gauteng,Soweto,student,20000-39999,active,2024-05-28,verified,low
CUST-000064,individual,Naledi,Nkosi,,P00000064,Zimbabwe,+27821000064,,2008-06-16,unknown,Western Cape,Paarl,self-employed,80000+,active,2026-07-01,verified,medium
CUST-000065,individual,Neo,Van Wyk,,P00000065,Namibia,+27821000065,,1987-06-09,female,Northern Cape,Kimberley,retired,40000-79999,active,2023-09-07,verified,low
CUST-000066,individual,Sipho,Molefe,9212150066066,,South Africa,+27821000066,,1992-12-15,male,Gauteng,Pretoria,self-employed,20000-39999,active,2020-03-22,verified,low
CUST-000067,individual,Lerato,Dlamini,9412300067067,,South Africa,+27821000067,,1994-12-30,female,Gauteng,Centurion,unemployed,0-4999,inactive,2015-09-20,verified,low
CUST-000068,individual,Ayanda,Khumalo,6504280068068,,South Africa,+27821000068,,1965-04-28,unknown,Free State,Kroonstad,self_employed,40000-79999,inactive,2005-09-04,verified,low
CUST-000069,individual,Neo,Mokoena,9702080069069,,South Africa,+27821000069,,1997-02-08,other,Western Cape,George,retired,10000-19999,inactive,2018-03-02,failed,medium
CUST-000070,individual,Mpho,Naidoo,0403010070070,,South Africa,+27821000070,,2004-03-01,male,North West,Mahikeng,retired,5000-9999,active,2025-05-31,verified,low
CUST-000071,individual,Zanele,Mthembu,0210220071071,,South Africa,+27821000071,,2002-10-22,male,Eastern Cape,Queenstown,unemployed,0-4999,active,2025-02-06,verified,medium
CUST-000072,individual,Naledi,Mahlangu,6211010072072,,South Africa,+27821000072,,1962-11-01,male,Limpopo,Polokwane,employed,20000-39999,suspended,2025-11-24,verified,high
CUST-000073,individual,Zanele,Nkosi,7504150073073,,South Africa,+27821000073,,1975-04-15,unknown,Mpumalanga,Mbombela,student,0-4999,suspended,2008-06-21,failed,high
CUST-000074,individual,Mpho,Khumalo,0611260074074,,South Africa,+27821000074,,2006-11-26,other,Eastern Cape,Mthatha,employed,0-4999,closed,2025-02-04,verified,low
CUST-000075,individual,Anele,Khumalo,8008110075075,,South Africa,+27821000075,,1980-08-11,female,Free State,Bethlehem,student,20000-39999,active,2001-02-15,verified,low
CUST-000076,individual,Palesa,Mthembu,0702080076076,,South Africa,+27821000076,,2007-02-08,unknown,North West,Brits,self-employed,80000+,active,2025-10-12,verified,low
CUST-000077,individual,Mpho,Mahlangu,,P00000077,Eswatini,+27821000077,,2000-07-18,other,Western Cape,Paarl,self_employed,20000-39999,suspended,2020-04-25,expired,medium
CUST-000078,individual,Nomsa,Mokoena,9411100078078,,South Africa,+27821000078,,1994-11-10,female,Eastern Cape,Queenstown,student,80000+,active,2015-04-02,verified,high
CUST-000079,individual,Zanele,Ndlovu,9601270079079,,South Africa,+27821000079,,1996-01-27,female,Eastern Cape,Grahamstown,self-employed,20000-39999,inactive,2020-06-28,pending,low
CUST-000080,individual,Lindiwe,Van Wyk,5407030080080,,South Africa,+27821000080,,1954-07-03,other,Limpopo,Tzaneen,student,40000-79999,active,2024-07-01,verified,medium
CUST-000081,individual,Lerato,Khumalo,7512170081081,,South Africa,+27821000081,,1975-12-17,male,Free State,Sasolburg,retired,80000+,closed,2001-05-04,verified,medium
CUST-000082,individual,Zanele,Nkosi,8703010082082,,South Africa,+27821000082,,1987-03-01,other,Northern Cape,Springbok,student,20000-39999,active,2024-02-18,verified,low
CUST-000083,individual,Zanele,Ndlovu,,P00000083,Botswana,+27821000083,,1984-11-01,unknown,Eastern Cape,Queenstown,retired,10000-19999,active,2007-09-11,verified,low
CUST-000084,individual,Naledi,Botha,8802210084084,,South Africa,+27821000084,,1988-02-21,other,KwaZulu-Natal,Durban,retired,80000+,suspended,2008-10-03,pending,medium
CUST-000085,individual,Thabo,Nkosi,,P00000085,Lesotho,+27821000085,,1999-12-22,other,KwaZulu-Natal,Newcastle,self_employed,20000-39999,active,2022-09-03,verified,medium
CUST-000086,individual,Naledi,Molefe,9105280086086,,South Africa,+27821000086,,1991-05-28,male,Limpopo,Polokwane,employed,20000-39999,closed,2014-09-13,verified,high
CUST-000087,individual,Neo,Mthembu,5909250087087,,South Africa,+27821000087,,1959-09-25,male,Gauteng,Johannesburg,student,5000-9999,inactive,1996-10-05,pending,low
CUST-000088,individual,Lindiwe,Khumalo,7205300088088,,South Africa,+27821000088,,1972-05-30,female,KwaZulu-Natal,Umhlanga,retired,0-4999,active,2005-02-23,verified,low
CUST-000089,individual,Ayanda,Ndlovu,6305020089089,,South Africa,+27821000089,,1963-05-02,female,Limpopo,Tzaneen,unemployed,20000-39999,active,1982-08-31,not_started,low
CUST-000090,individual,Mpho,Mabena,8312280090090,,South Africa,+27821000090,,1983-12-28,female,Western Cape,Paarl,employed,20000-39999,active,2025-01-04,verified,low
CUST-000091,individual,Lerato,Khumalo,8707170091091,,South Africa,+27821000091,,1987-07-17,other,Western Cape,Paarl,student,80000+,inactive,2015-02-07,verified,medium
CUST-000092,individual,Lindiwe,Nkosi,0401100092092,,South Africa,+27821000092,,2004-01-10,female,Limpopo,Thohoyandou,retired,80000+,closed,2025-02-06,verified,low
CUST-000093,individual,Kabelo,Pillay,0012210093093,,South Africa,+27821000093,,2000-12-21,other,Mpumalanga,Middelburg,retired,10000-19999,suspended,2021-05-19,verified,high
CUST-000094,individual,Lindiwe,Khumalo,8502020094094,,South Africa,+27821000094,,1985-02-02,female,North West,Rustenburg,student,40000-79999,active,2009-12-07,pending,low
CUST-000095,individual,Nomsa,Maseko,,P00000095,Zimbabwe,+27821000095,,2001-11-25,other,Western Cape,Paarl,self-employed,0-4999,active,2023-08-06,verified,medium
CUST-000096,individual,Lerato,Mthembu,0305110096096,,South Africa,+27821000096,,2003-05-11,other,Eastern Cape,East London,student,5000-9999,active,2024-03-15,verified,low
CUST-000097,individual,Sibusiso,Mthembu,9001030097097,,South Africa,+27821000097,,1990-01-03,other,Northern Cape,Kimberley,self-employed,10000-19999,active,2020-08-02,verified,medium
CUST-000098,individual,Sibusiso,Van Wyk,,P00000098,Namibia,+27821000098,,1952-01-22,male,KwaZulu-Natal,Umhlanga,unemployed,20000-39999,active,1986-05-02,pending,medium
CUST-000099,individual,Anele,Khumalo,9203170099099,,South Africa,+27821000099,,1992-03-17,female,KwaZulu-Natal,Richards Bay,retired,0-4999,active,2017-11-07,verified,high
CUST-000100,individual,Naledi,Ndlovu,7512030100000,,South Africa,+27821000100,,1975-12-03,other,Mpumalanga,Middelburg,retired,80000+,active,2013-10-18,verified,low
CUST-000101,individual,Sipho,Mthembu,0409200101001,,South Africa,+27821000101,,2004-09-20,male,Northern Cape,Springbok,self-employed,10000-19999,active,2025-06-12,verified,low
CUST-000102,individual,Lerato,Pillay,8012110102002,,South Africa,+27821000102,,1980-12-11,female,Gauteng,Midrand,unemployed,0-4999,inactive,2004-04-28,pending,low
CUST-000103,individual,Thabo,Naidoo,9210030103003,,South Africa,+27821000103,,1992-10-03,male,Limpopo,Lephalale,student,20000-39999,active,2012-07-01,verified,medium
CUST-000104,individual,Sibusiso,Naidoo,8312220104004,,South Africa,+27821000104,,1983-12-22,male,Mpumalanga,Mbombela,self-employed,5000-9999,active,2005-12-04,verified,low
CUST-000105,individual,Sipho,Ndlovu,5805120105005,,South Africa,+27821000105,,1958-05-12,male,Western Cape,Bellville,self-employed,5000-9999,active,2022-02-27,verified,low
CUST-000106,individual,Zanele,Maseko,6701280106006,,South Africa,+27821000106,,1967-01-28,other,KwaZulu-Natal,Durban,retired,10000-19999,active,2012-02-05,verified,low
CUST-000107,individual,Nomsa,Botha,6501190107007,,South Africa,+27821000107,,1965-01-19,unknown,Western Cape,Paarl,employed,0-4999,active,2002-10-11,verified,low
CUST-000108,individual,Mpho,Mthembu,8408030108008,,South Africa,+27821000108,,1984-08-03,male,Western Cape,Cape Town,self-employed,40000-79999,active,2015-06-19,verified,low
CUST-000109,individual,Ayanda,Mabena,,P00000109,Namibia,+27821000109,,1994-03-07,male,KwaZulu-Natal,Durban,employed,5000-9999,active,2023-06-05,verified,medium
CUST-000110,individual,Zanele,Maseko,9010130110010,,South Africa,+27821000110,,1990-10-13,female,Northern Cape,Kuruman,retired,80000+,active,2018-08-21,verified,high
CUST-000111,individual,Kabelo,Ndlovu,,P00000111,Zimbabwe,+27821000111,,1981-07-13,male,Limpopo,Polokwane,self-employed,10000-19999,active,2002-06-26,verified,low
CUST-000112,individual,Zanele,Mabena,8609030112012,,South Africa,+27821000112,,1986-09-03,unknown,Western Cape,George,student,10000-19999,active,2007-07-26,verified,low
CUST-000113,individual,Anele,Ndlovu,5302220113013,,South Africa,+27821000113,,1953-02-22,other,Free State,Welkom,employed,40000-79999,closed,2003-09-03,verified,medium
CUST-000114,individual,Anele,Khumalo,9912080114014,,South Africa,+27821000114,,1999-12-08,male,Northern Cape,Kimberley,retired,20000-39999,active,2026-03-21,verified,medium
CUST-000115,individual,Ayanda,Dlamini,5506060115015,,South Africa,+27821000115,,1955-06-06,other,Limpopo,Tzaneen,unemployed,5000-9999,closed,2010-04-16,verified,medium
CUST-000116,individual,Lindiwe,Maseko,8407050116016,,South Africa,+27821000116,,1984-07-05,male,North West,Klerksdorp,self-employed,0-4999,inactive,2022-04-09,verified,low
CUST-000117,individual,Nomsa,Botha,9408160117017,,South Africa,+27821000117,,1994-08-16,male,Northern Cape,Kimberley,unemployed,0-4999,inactive,2020-12-12,verified,low
CUST-000118,individual,Lerato,Naidoo,7106060118018,,South Africa,+27821000118,,1971-06-06,male,North West,Klerksdorp,employed,10000-19999,suspended,2026-01-23,verified,medium
CUST-000119,individual,Mpho,Maseko,6005250119019,,South Africa,+27821000119,,1960-05-25,female,KwaZulu-Natal,Pietermaritzburg,employed,0-4999,active,2008-06-22,verified,low
CUST-000120,individual,Nomsa,Ndlovu,7406210120020,,South Africa,+27821000120,,1974-06-21,female,KwaZulu-Natal,Umhlanga,self_employed,20000-39999,suspended,2002-02-22,verified,medium
CUST-000121,individual,Sibusiso,Khumalo,0705210121021,,South Africa,+27821000121,,2007-05-21,other,Western Cape,Cape Town,unemployed,0-4999,inactive,2026-01-10,verified,low
CUST-000122,individual,Ayanda,Van Wyk,,P00000122,Namibia,+27821000122,,2006-09-01,female,Eastern Cape,Grahamstown,unemployed,20000-39999,active,2025-08-28,verified,low
CUST-000123,individual,Lindiwe,Maseko,5506010123023,,South Africa,+27821000123,,1955-06-01,other,Limpopo,Makhado,self_employed,0-4999,inactive,2008-02-15,verified,low
CUST-000124,individual,Lindiwe,Khumalo,8302120124024,,South Africa,+27821000124,,1983-02-12,female,Limpopo,Tzaneen,retired,20000-39999,inactive,2025-08-10,verified,high
CUST-000125,individual,Neo,Van Wyk,5410290125025,,South Africa,+27821000125,,1954-10-29,unknown,Eastern Cape,Gqeberha,self-employed,0-4999,inactive,1999-02-25,failed,medium
CUST-000126,individual,Sibusiso,Botha,6808270126026,,South Africa,+27821000126,,1968-08-27,unknown,Limpopo,Polokwane,self-employed,5000-9999,suspended,1999-06-27,pending,medium
CUST-000127,individual,Ayanda,Molefe,9601100127027,,South Africa,+27821000127,,1996-01-10,other,Limpopo,Lephalale,employed,0-4999,active,2025-03-08,pending,low
CUST-000128,individual,Sibusiso,Mahlangu,8012050128028,,South Africa,+27821000128,,1980-12-05,other,Free State,Sasolburg,student,20000-39999,active,2012-03-09,verified,medium
CUST-000129,individual,Thabo,Khumalo,7602210129029,,South Africa,+27821000129,,1976-02-21,unknown,Gauteng,Johannesburg,employed,5000-9999,active,2022-10-29,verified,low
CUST-000130,individual,Kabelo,Botha,5707170130030,,South Africa,+27821000130,,1957-07-17,female,Limpopo,Makhado,student,5000-9999,active,1996-09-17,verified,medium
CUST-000131,individual,Ayanda,Pillay,9901040131031,,South Africa,+27821000131,,1999-01-04,female,Mpumalanga,Secunda,self-employed,10000-19999,active,2021-02-15,verified,low
CUST-000132,individual,Lerato,Mthembu,9107190132032,,South Africa,+27821000132,,1991-07-19,other,Free State,Sasolburg,retired,10000-19999,active,2014-05-11,verified,low
CUST-000133,individual,Lindiwe,Naidoo,,P00000133,Lesotho,+27821000133,,1957-05-02,male,Northern Cape,Springbok,employed,5000-9999,suspended,2024-09-03,failed,high
CUST-000134,individual,Karabo,Ndlovu,,P00000134,Namibia,+27821000134,,1963-12-20,female,North West,Rustenburg,self-employed,20000-39999,active,1992-08-02,verified,low
CUST-000135,individual,Mpho,Mabena,9406140135035,,South Africa,+27821000135,,1994-06-14,other,Mpumalanga,Middelburg,self_employed,40000-79999,inactive,2024-03-29,not_started,high
CUST-000136,individual,Anele,Khumalo,0403290136036,,South Africa,+27821000136,,2004-03-29,other,KwaZulu-Natal,Newcastle,retired,5000-9999,active,2023-04-05,verified,medium
CUST-000137,individual,Karabo,Van Wyk,8207210137037,,South Africa,+27821000137,,1982-07-21,female,Free State,Bloemfontein,student,80000+,active,2023-10-30,verified,low
CUST-000138,individual,Neo,Mahlangu,6608210138038,,South Africa,+27821000138,,1966-08-21,female,KwaZulu-Natal,Pietermaritzburg,employed,0-4999,active,2011-03-09,verified,medium
CUST-000139,individual,Zanele,Molefe,0304030139039,,South Africa,+27821000139,,2003-04-03,unknown,Eastern Cape,Grahamstown,self_employed,80000+,active,2022-09-27,verified,low
CUST-000140,individual,Karabo,Khumalo,8712100140040,,South Africa,+27821000140,,1987-12-10,other,North West,Rustenburg,retired,10000-19999,active,2012-08-11,verified,low
CUST-000141,individual,Sipho,Khumalo,8206300141041,,South Africa,+27821000141,,1982-06-30,female,KwaZulu-Natal,Richards Bay,employed,10000-19999,active,2018-05-19,verified,low
CUST-000142,individual,Mpho,Van Wyk,8512210142042,,South Africa,+27821000142,,1985-12-21,unknown,Eastern Cape,East London,unemployed,10000-19999,inactive,2022-09-22,expired,high
CUST-000143,individual,Nomsa,Botha,9602170143043,,South Africa,+27821000143,,1996-02-17,unknown,Western Cape,Paarl,self-employed,40000-79999,active,2014-08-25,failed,medium
CUST-000144,individual,Thabo,Maseko,5203290144044,,South Africa,+27821000144,,1952-03-29,male,Mpumalanga,Witbank,self-employed,40000-79999,suspended,1979-11-19,verified,high
CUST-000145,individual,Anele,Ndlovu,7705260145045,,South Africa,+27821000145,,1977-05-26,unknown,Mpumalanga,Ermelo,self-employed,10000-19999,active,1998-09-11,verified,medium
CUST-000146,individual,Lindiwe,Botha,0107220146046,,South Africa,+27821000146,,2001-07-22,unknown,KwaZulu-Natal,Pietermaritzburg,self_employed,40000-79999,active,2023-08-27,verified,low
CUST-000147,individual,Ayanda,Mahlangu,9710040147047,,South Africa,+27821000147,,1997-10-04,unknown,Limpopo,Lephalale,retired,40000-79999,active,2017-04-28,verified,medium
CUST-000148,individual,Karabo,Botha,7805280148048,,South Africa,+27821000148,,1978-05-28,other,Gauteng,Soweto,retired,40000-79999,active,2017-09-15,verified,low
CUST-000149,individual,Anele,Mahlangu,0305010149049,,South Africa,+27821000149,,2003-05-01,male,Gauteng,Centurion,employed,40000-79999,active,2022-08-10,verified,medium
CUST-000150,individual,Neo,Mahlangu,6105150150050,,South Africa,+27821000150,,1961-05-15,female,Gauteng,Midrand,retired,5000-9999,active,1996-06-25,verified,medium
CUST-000151,individual,Palesa,Van Wyk,,P00000151,Eswatini,+27821000151,,1998-01-16,other,Northern Cape,Springbok,student,10000-19999,closed,2018-05-14,verified,low
CUST-000152,individual,Lindiwe,Molefe,,P00000152,Lesotho,+27821000152,,1975-03-24,male,North West,Mahikeng,retired,80000+,closed,2020-08-04,verified,low
CUST-000153,individual,Palesa,Pillay,9505190153053,,South Africa,+27821000153,,1995-05-19,other,North West,Klerksdorp,self_employed,10000-19999,active,2020-06-28,verified,medium
CUST-000154,individual,Palesa,Van Wyk,5504140154054,,South Africa,+27821000154,,1955-04-14,other,Western Cape,George,self_employed,0-4999,suspended,1999-02-02,verified,high
CUST-000155,individual,Naledi,Naidoo,0609290155055,,South Africa,+27821000155,,2006-09-29,unknown,Eastern Cape,East London,employed,80000+,active,2026-05-22,verified,low
CUST-000156,individual,Lindiwe,Molefe,6311040156056,,South Africa,+27821000156,,1963-11-04,other,Northern Cape,Upington,self-employed,80000+,active,1982-01-27,verified,medium
CUST-000157,individual,Palesa,Mahlangu,,P00000157,Lesotho,+27821000157,,1956-10-25,male,Eastern Cape,Grahamstown,employed,20000-39999,inactive,1982-11-03,failed,low
CUST-000158,individual,Mpho,Mabena,,P00000158,Namibia,+27821000158,,1995-12-14,unknown,Free State,Bloemfontein,self_employed,40000-79999,active,2018-02-17,verified,low
CUST-000159,individual,Sibusiso,Naidoo,9307010159059,,South Africa,+27821000159,,1993-07-01,other,Eastern Cape,Gqeberha,student,80000+,active,2017-08-13,verified,medium
